id_medico,especialidade_medica,sk_medico
9391,UTI,1176
2713,Clínica Médica,1177
6696,Pediatria,1178
9475,Cirurgia Geral,1179
2446,Ortopedia,1180
9764,Ortopedia,1181
9754,UTI,1182
8581,Oncologia,1183
8207,Neurologia,1184
5771,Pediatria,1185
8235,Clínica Médica,1186
2116,Cardiologia,1187
4530,Cirurgia Geral,1188
8077,Ortopedia,1189
4481,Cardiologia,1190
8532,Oncologia,1191
5999,Cirurgia Geral,1192
5612,Clínica Médica,1193
6174,UTI,1194
7399,Cirurgia Geral,1195
7842,Clínica Médica,1196
2809,Neurologia,1197
6321,UTI,1198
5974,Neurologia,1199
3361,Clínica Médica,1200
7751,Cirurgia Geral,1201
9890,Ortopedia,1202
5191,Oncologia,1203
4779,Oncologia,1204
9307,Cirurgia Geral,1205
6421,Clínica Médica,1206
3525,Oncologia,1207
7914,Ortopedia,1208
7822,Neurologia,1209
1807,Pediatria,1210
2022,Cardiologia,1211
8057,Cirurgia Geral,1212
6869,Cirurgia Geral,1213
4321,Cardiologia,1214
7086,Clínica Médica,1215
4344,Clínica Médica,1216
4414,Pediatria,1217
9516,Clínica Médica,1218
6140,Cardiologia,1219
7833,Pediatria,1220
6338,Ortopedia,1221
6340,Oncologia,1222
2546,UTI,1223
2087,Cardiologia,1224
7328,Neurologia,1225
3390,UTI,1226
5581,Cirurgia Geral,1227
4417,Neurologia,1228
1774,Cardiologia,1229
8778,Neurologia,1230
3856,Oncologia,1231
2363,Ortopedia,1232
6148,Oncologia,1233
2199,Clínica Médica,1234
7334,UTI,1235
6351,Cardiologia,1236
3153,Cardiologia,1237
3096,Pediatria,1238
9686,UTI,1239
1566,Neurologia,1240
5768,Pediatria,1241
2028,Clínica Médica,1242
3087,Cardiologia,1243
4518,Ortopedia,1244
9303,Clínica Médica,1245
9047,Cirurgia Geral,1246
7979,Oncologia,1247
1377,Cardiologia,1248
5608,Cirurgia Geral,1249
4901,Cirurgia Geral,1250
4522,Pediatria,1251
1605,Oncologia,1252
4558,Cardiologia,1253
2601,Pediatria,1254
5946,Pediatria,1255
7746,Ortopedia,1256
1567,Neurologia,1257
4622,Pediatria,1258
3285,Cardiologia,1259
4754,UTI,1260
1741,Pediatria,1261
1091,Oncologia,1262
6631,Ortopedia,1263
7466,Clínica Médica,1264
2004,Cirurgia Geral,1265
6073,Clínica Médica,1266
1919,Oncologia,1267
1025,Pediatria,1268
7900,Pediatria,1269
6448,Neurologia,1270
9240,Clínica Médica,1271
7561,UTI,1272
8865,Cirurgia Geral,1273
9574,Ortopedia,1274
1869,Pediatria,1275
4350,Cirurgia Geral,1276
4883,Cirurgia Geral,1277
9267,Cardiologia,1278
5149,Neurologia,1279
3105,Oncologia,1280
2337,Oncologia,1281
3622,Oncologia,1282
9892,Cirurgia Geral,1283
7584,Neurologia,1284
8824,UTI,1285
7363,Pediatria,1286
1550,Clínica Médica,1287
8275,Cirurgia Geral,1288
1412,Clínica Médica,1289
2064,Oncologia,1290
5285,Oncologia,1291
6882,Clínica Médica,1292
9501,Clínica Médica,1293
5827,Oncologia,1294
6784,Cardiologia,1295
7006,Cardiologia,1296
9122,Pediatria,1297
3147,Clínica Médica,1298
3462,Pediatria,1299
2055,Clínica Médica,1300
3162,Clínica Médica,1301
1576,Oncologia,1302
5230,Ortopedia,1303
9810,Cirurgia Geral,1304
9106,Cirurgia Geral,1305
5117,Clínica Médica,1306
1090,Ortopedia,1307
5056,Pediatria,1308
2135,Ortopedia,1309
4414,Cirurgia Geral,1310
6325,Ortopedia,1311
5262,Pediatria,1312
2078,Cardiologia,1313
2961,Oncologia,1314
2176,Cardiologia,1315
3743,Ortopedia,1316
7499,Cardiologia,1317
4062,Clínica Médica,1318
9152,Clínica Médica,1319
3062,Cardiologia,1320
5466,Clínica Médica,1321
2717,Clínica Médica,1322
9842,Cardiologia,1323
7463,Cardiologia,1324
6730,Neurologia,1325
8811,Cardiologia,1326
2072,Clínica Médica,1327
8509,Pediatria,1328
6262,Clínica Médica,1329
2992,Oncologia,1330
8695,Cirurgia Geral,1331
7868,Clínica Médica,1332
8238,Ortopedia,1333
2049,Oncologia,1334
9212,Pediatria,1335
6673,UTI,1336
5533,Cirurgia Geral,1337
5921,Oncologia,1338
6356,Oncologia,1339
2043,UTI,1340
4636,UTI,1341
8086,Pediatria,1342
5203,Cirurgia Geral,1343
7492,Neurologia,1344
8742,Oncologia,1345
9524,Cardiologia,1346
9672,Pediatria,1347
5038,Pediatria,1348
2757,Pediatria,1349
9538,UTI,1350
2350,Oncologia,1351
9140,Cardiologia,1352
8778,Cardiologia,1353
2378,Pediatria,1354
7350,Oncologia,1355
9052,UTI,1356
1401,Pediatria,1357
3199,UTI,1358
2203,Cirurgia Geral,1359
7504,Cardiologia,1360
1237,Cirurgia Geral,1361
3394,Cardiologia,1362
6826,Oncologia,1363
9695,Cirurgia Geral,1364
8491,Cardiologia,1365
1299,Cardiologia,1366
2117,UTI,1367
9684,Clínica Médica,1368
4507,Cardiologia,1369
6194,Cirurgia Geral,1370
3974,Oncologia,1371
9804,Cardiologia,1372
2243,Oncologia,1373
5204,Clínica Médica,1374
1201,Pediatria,1375
4965,Oncologia,1376
3450,Neurologia,1377
7035,Clínica Médica,1378
7758,Ortopedia,1379
3798,Neurologia,1380
2225,Cardiologia,1381
4755,Cardiologia,1382
5018,Neurologia,1383
3377,Clínica Médica,1384
3940,Cirurgia Geral,1385
9217,Pediatria,1386
7419,Cardiologia,1387
2803,Pediatria,1388
8184,Cirurgia Geral,1389
1219,UTI,1390
2605,UTI,1391
4042,Pediatria,1392
9374,Cardiologia,1393
1397,Clínica Médica,1394
3946,Cirurgia Geral,1395
8776,Cardiologia,1396
3154,Cirurgia Geral,1397
9571,Ortopedia,1398
4155,Ortopedia,1399
9998,Neurologia,1400
3120,Neurologia,1401
9312,Oncologia,1402
1894,Neurologia,1403
2446,Cardiologia,1404
9491,Neurologia,1405
7124,Oncologia,1406
8376,Clínica Médica,1407
2074,UTI,1408
7462,Clínica Médica,1409
5824,Oncologia,1410
1360,Cirurgia Geral,1411
2838,Cardiologia,1412
6007,UTI,1413
1577,Cirurgia Geral,1414
2075,Oncologia,1415
2904,Pediatria,1416
8720,Oncologia,1417
6697,Oncologia,1418
4694,Cirurgia Geral,1419
9141,Oncologia,1420
3200,Cirurgia Geral,1421
1506,Cirurgia Geral,1422
5785,Neurologia,1423
4734,Ortopedia,1424
5208,Clínica Médica,1425
9785,Clínica Médica,1426
8061,Ortopedia,1427
3887,Pediatria,1428
7033,Cardiologia,1429
2565,UTI,1430
3157,Clínica Médica,1431
1036,Neurologia,1432
6316,Cirurgia Geral,1433
9175,Clínica Médica,1434
8677,UTI,1435
4905,Cirurgia Geral,1436
7682,UTI,1437
3735,Cardiologia,1438
9822,Clínica Médica,1439
6004,UTI,1440
1751,Ortopedia,1441
9101,UTI,1442
2455,Ortopedia,1443
6995,Pediatria,1444
4114,UTI,1445
6851,Cardiologia,1446
1615,Cirurgia Geral,1447
4650,Pediatria,1448
9892,Ortopedia,1449
9342,Oncologia,1450
8468,Neurologia,1451
7445,Cardiologia,1452
4630,Clínica Médica,1453
2304,Cardiologia,1454
8782,Cardiologia,1455
4324,Clínica Médica,1456
8283,Cirurgia Geral,1457
6402,UTI,1458
4739,Cardiologia,1459
2878,Clínica Médica,1460
8676,UTI,1461
6382,UTI,1462
6603,Pediatria,1463
8464,Cardiologia,1464
8960,Neurologia,1465
9823,Neurologia,1466
5296,Pediatria,1467
3697,Pediatria,1468
7361,Pediatria,1469
6303,Cardiologia,1470
8453,UTI,1471
7186,Cirurgia Geral,1472
2976,UTI,1473
5116,Neurologia,1474
3621,Ortopedia,1475
4624,Cardiologia,1476
7292,Oncologia,1477
8596,Neurologia,1478
4977,UTI,1479
2594,Neurologia,1480
9243,Clínica Médica,1481
5831,Cirurgia Geral,1482
1000,Pediatria,1483
3139,Ortopedia,1484
1491,Cirurgia Geral,1485
2959,Oncologia,1486
2333,Cirurgia Geral,1487
7694,UTI,1488
2974,Neurologia,1489
3337,Neurologia,1490
9808,Oncologia,1491
1474,Cardiologia,1492
2713,Ortopedia,1493
9582,Neurologia,1494
9911,Neurologia,1495
9888,UTI,1496
3744,Neurologia,1497
8312,Neurologia,1498
3833,Neurologia,1499
1203,UTI,1500
6046,Cardiologia,1501
9231,Pediatria,1502
8789,Cirurgia Geral,1503
3989,Cardiologia,1504
4433,Ortopedia,1505
4858,UTI,1506
1761,UTI,1507
6765,Ortopedia,1508
4976,Pediatria,1509
3551,Clínica Médica,1510
3825,Ortopedia,1511
7508,Pediatria,1512
5105,Ortopedia,1513
6753,Neurologia,1514
1235,Cardiologia,1515
5003,Cardiologia,1516
8325,Clínica Médica,1517
2629,Pediatria,1518
9508,Neurologia,1519
2682,Ortopedia,1520
8653,Cardiologia,1521
1577,Pediatria,1522
8956,Ortopedia,1523
9113,UTI,1524
5982,Oncologia,1525
7516,Pediatria,1526
1625,Ortopedia,1527
3145,Oncologia,1528
7734,Clínica Médica,1529
5589,Oncologia,1530
8042,Cardiologia,1531
4066,UTI,1532
1901,Clínica Médica,1533
3420,Pediatria,1534
6361,Neurologia,1535
4204,Ortopedia,1536
7392,UTI,1537
4728,Neurologia,1538
9431,Neurologia,1539
7346,Oncologia,1540
4577,Pediatria,1541
2593,Oncologia,1542
9459,Oncologia,1543
3557,Pediatria,1544
7941,Cardiologia,1545
1414,Cirurgia Geral,1546
3600,UTI,1547
9441,Clínica Médica,1548
6958,UTI,1549
5330,Pediatria,1550
9147,Clínica Médica,1551
6235,Clínica Médica,1552
5452,UTI,1553
5094,Oncologia,1554
5247,UTI,1555
5671,Clínica Médica,1556
1388,Clínica Médica,1557
3215,Neurologia,1558
1427,Neurologia,1559
9301,Ortopedia,1560
1655,Cirurgia Geral,1561
4831,Pediatria,1562
3793,Ortopedia,1563
6047,Cirurgia Geral,1564
9929,Neurologia,1565
9178,UTI,1566
8655,Cirurgia Geral,1567
5677,Cirurgia Geral,1568
4233,UTI,1569
7929,Cirurgia Geral,1570
8138,Oncologia,1571
6306,UTI,1572
9447,Cardiologia,1573
6440,Neurologia,1574
2943,Clínica Médica,1575
7360,UTI,1576
6386,Cardiologia,1577
8958,Ortopedia,1578
7351,Clínica Médica,1579
2446,Neurologia,1580
6183,Ortopedia,1581
2474,UTI,1582
5925,Cardiologia,1583
1204,Pediatria,1584
4522,Oncologia,1585
5647,Clínica Médica,1586
3209,UTI,1587
8735,Clínica Médica,1588
8305,Neurologia,1589
6063,Cirurgia Geral,1590
6064,Pediatria,1591
5963,Pediatria,1592
7545,Cardiologia,1593
3392,Clínica Médica,1594
6200,Pediatria,1595
4674,Ortopedia,1596
3304,UTI,1597
5961,Neurologia,1598
2770,Ortopedia,1599
7113,Neurologia,1600
4048,Oncologia,1601
3492,Cardiologia,1602
5544,Pediatria,1603
3908,Neurologia,1604
8508,UTI,1605
4204,Cirurgia Geral,1606
8524,Cirurgia Geral,1607
7377,Oncologia,1608
6679,UTI,1609
1682,Cirurgia Geral,1610
1279,UTI,1611
2565,Neurologia,1612
1228,Neurologia,1613
2451,Clínica Médica,1614
2009,Cirurgia Geral,1615
5457,Cardiologia,1616
7395,Clínica Médica,1617
5896,Oncologia,1618
1643,Neurologia,1619
5171,Cardiologia,1620
7283,Pediatria,1621
6473,UTI,1622
5967,Oncologia,1623
6397,Neurologia,1624
6371,Neurologia,1625
8429,Ortopedia,1626
3725,Cirurgia Geral,1627
6639,Pediatria,1628
2930,Cardiologia,1629
4692,Cardiologia,1630
6852,Cardiologia,1631
9190,Oncologia,1632
8540,Cardiologia,1633
5779,UTI,1634
3860,Oncologia,1635
7905,Oncologia,1636
1185,UTI,1637
1283,Neurologia,1638
7980,Oncologia,1639
5564,Cirurgia Geral,1640
8463,Oncologia,1641
9885,Neurologia,1642
3689,Clínica Médica,1643
2790,Ortopedia,1644
6831,UTI,1645
2453,Clínica Médica,1646
5270,Neurologia,1647
1304,UTI,1648
1271,Cardiologia,1649
6262,UTI,1650
3340,Clínica Médica,1651
3498,Clínica Médica,1652
7355,Cardiologia,1653
4974,Pediatria,1654
9527,Oncologia,1655
6697,Ortopedia,1656
8931,Pediatria,1657
1259,Oncologia,1658
5199,Pediatria,1659
2843,Pediatria,1660
3156,Oncologia,1661
4420,Cirurgia Geral,1662
8636,UTI,1663
2378,Cirurgia Geral,1664
1003,Neurologia,1665
1418,Ortopedia,1666
9632,Cirurgia Geral,1667
4503,Pediatria,1668
6980,Ortopedia,1669
7683,Cirurgia Geral,1670
8996,UTI,1671
6052,Pediatria,1672
3408,Cirurgia Geral,1673
1821,Pediatria,1674
3998,UTI,1675
5973,Ortopedia,1676
1005,Cardiologia,1677
4021,Cirurgia Geral,1678
6666,Pediatria,1679
4991,Cardiologia,1680
5462,Neurologia,1681
6108,Ortopedia,1682
4012,Ortopedia,1683
6174,Clínica Médica,1684
7088,Pediatria,1685
4627,Pediatria,1686
7308,Pediatria,1687
8791,UTI,1688
9086,Oncologia,1689
8334,Cirurgia Geral,1690
9061,Oncologia,1691
1735,Clínica Médica,1692
8723,Pediatria,1693
2133,Neurologia,1694
6786,Neurologia,1695
1453,Pediatria,1696
5344,Pediatria,1697
7535,Cardiologia,1698
7017,Oncologia,1699
4566,Ortopedia,1700
5146,Clínica Médica,1701
3946,Pediatria,1702
5538,Oncologia,1703
1739,Oncologia,1704
2819,Clínica Médica,1705
6866,Ortopedia,1706
2904,UTI,1707
9906,Cirurgia Geral,1708
5895,Neurologia,1709
3053,UTI,1710
9791,Ortopedia,1711
7093,Clínica Médica,1712
6707,Ortopedia,1713
3081,Pediatria,1714
2215,Pediatria,1715
8868,Cirurgia Geral,1716
3373,Cardiologia,1717
2713,Oncologia,1718
1677,Ortopedia,1719
1126,Neurologia,1720
4277,UTI,1721
6520,Ortopedia,1722
8978,Cirurgia Geral,1723
6708,Pediatria,1724
8816,UTI,1725
4065,Oncologia,1726
7942,Clínica Médica,1727
4011,Pediatria,1728
3327,Oncologia,1729
8036,Pediatria,1730
4902,Neurologia,1731
4486,UTI,1732
2492,Neurologia,1733
4816,Ortopedia,1734
8548,Oncologia,1735
7550,Clínica Médica,1736
1449,Pediatria,1737
8551,Neurologia,1738
8313,Cardiologia,1739
8684,Pediatria,1740
2851,Oncologia,1741
6920,Oncologia,1742
9399,Neurologia,1743
6054,Cirurgia Geral,1744
7240,Clínica Médica,1745
2810,Pediatria,1746
2144,Pediatria,1747
9159,Clínica Médica,1748
4175,Neurologia,1749
2948,UTI,1750
4460,Oncologia,1751
1034,Cardiologia,1752
8227,UTI,1753
2961,Cardiologia,1754
1202,UTI,1755
5314,Oncologia,1756
7944,Cardiologia,1757
1435,Oncologia,1758
1490,Cardiologia,1759
1211,Cardiologia,1760
3524,Clínica Médica,1761
4556,Cirurgia Geral,1762
1284,Oncologia,1763
6613,Ortopedia,1764
6505,Pediatria,1765
4771,Clínica Médica,1766
8571,Cirurgia Geral,1767
8408,Cardiologia,1768
6531,Cardiologia,1769
7632,Oncologia,1770
9185,UTI,1771
4551,Pediatria,1772
3532,Clínica Médica,1773
8224,Cardiologia,1774
9527,Clínica Médica,1775
7386,Cirurgia Geral,1776
6981,Cardiologia,1777
7740,Ortopedia,1778
6674,UTI,1779
7712,Oncologia,1780
6504,Neurologia,1781
9729,Clínica Médica,1782
1877,Clínica Médica,1783
1913,Pediatria,1784
6036,Cirurgia Geral,1785
1645,Neurologia,1786
8777,Oncologia,1787
7910,Cirurgia Geral,1788
3996,Oncologia,1789
9722,Cirurgia Geral,1790
4393,Neurologia,1791
9693,Neurologia,1792
8447,Oncologia,1793
7918,Oncologia,1794
9190,Cardiologia,1795
2455,Clínica Médica,1796
5749,Clínica Médica,1797
2500,Ortopedia,1798
4190,Oncologia,1799
7906,Cardiologia,1800
8955,Pediatria,1801
1111,Cirurgia Geral,1802
1888,Cardiologia,1803
9210,Ortopedia,1804
5193,Oncologia,1805
1589,Clínica Médica,1806
4303,UTI,1807
5376,UTI,1808
3651,Pediatria,1809
5767,Oncologia,1810
2967,Cirurgia Geral,1811
1350,Cardiologia,1812
4267,Ortopedia,1813
4399,UTI,1814
2617,Clínica Médica,1815
2329,Cardiologia,1816
3810,Cardiologia,1817
8549,Neurologia,1818
8210,Ortopedia,1819
3275,Oncologia,1820
7026,Cardiologia,1821
1847,Cardiologia,1822
5436,Pediatria,1823
3713,Clínica Médica,1824
5298,Clínica Médica,1825
1113,Cirurgia Geral,1826
4727,Neurologia,1827
3454,Ortopedia,1828
9343,Oncologia,1829
7190,Neurologia,1830
9353,Oncologia,1831
9734,Oncologia,1832
9456,Cirurgia Geral,1833
8904,Oncologia,1834
3150,Ortopedia,1835
8923,UTI,1836
5548,Cardiologia,1837
3745,Neurologia,1838
7783,Ortopedia,1839
5164,Ortopedia,1840
5383,Cardiologia,1841
6412,Oncologia,1842
6431,Cirurgia Geral,1843
6668,Neurologia,1844
1237,Pediatria,1845
8907,Cardiologia,1846
9147,Cardiologia,1847
3704,UTI,1848
8593,UTI,1849
8953,Cirurgia Geral,1850
2534,Cirurgia Geral,1851
8764,Clínica Médica,1852
3564,UTI,1853
8764,Pediatria,1854
9924,Cirurgia Geral,1855
4904,Pediatria,1856
1595,Pediatria,1857
8216,Neurologia,1858
8742,Cardiologia,1859
6886,Ortopedia,1860
7951,Ortopedia,1861
3086,Neurologia,1862
7681,Oncologia,1863
4110,Oncologia,1864
4355,Cirurgia Geral,1865
2040,Oncologia,1866
2793,Cirurgia Geral,1867
9677,Clínica Médica,1868
6512,Neurologia,1869
6628,Cardiologia,1870
5044,Clínica Médica,1871
6375,Ortopedia,1872
2269,Neurologia,1873
7870,Cirurgia Geral,1874
7132,UTI,1875
1892,Ortopedia,1876
2307,Oncologia,1877
9211,Oncologia,1878
1359,Cardiologia,1879
5252,Oncologia,1880
8450,Cardiologia,1881
9647,Cardiologia,1882
4135,Cardiologia,1883
9253,Cirurgia Geral,1884
2896,Pediatria,1885
9758,Cirurgia Geral,1886
6772,Cardiologia,1887
2282,Oncologia,1888
5850,Clínica Médica,1889
3169,Ortopedia,1890
9236,Oncologia,1891
6492,Ortopedia,1892
7467,UTI,1893
7286,Pediatria,1894
6149,Oncologia,1895
6632,Oncologia,1896
2024,Clínica Médica,1897
8877,Ortopedia,1898
7364,Clínica Médica,1899
3426,UTI,1900
5212,Cirurgia Geral,1901
2951,Cardiologia,1902
7452,UTI,1903
1760,UTI,1904
4723,Pediatria,1905
3978,Cardiologia,1906
9927,Oncologia,1907
2715,Oncologia,1908
3336,Clínica Médica,1909
7978,Oncologia,1910
8550,Oncologia,1911
8434,Pediatria,1912
2892,Ortopedia,1913
1546,Clínica Médica,1914
5771,Neurologia,1915
7907,Neurologia,1916
1851,Neurologia,1917
4255,Cirurgia Geral,1918
5166,Cardiologia,1919
1613,Cardiologia,1920
9073,Clínica Médica,1921
9713,Cardiologia,1922
8707,Cirurgia Geral,1923
4454,UTI,1924
6916,Cirurgia Geral,1925
5988,Cardiologia,1926
3660,Oncologia,1927
4104,UTI,1928
7911,Cardiologia,1929
7332,Neurologia,1930
2268,Neurologia,1931
6212,Ortopedia,1932
1421,Neurologia,1933
2114,Clínica Médica,1934
6477,Cirurgia Geral,1935
3171,Neurologia,1936
3377,Cardiologia,1937
3251,Ortopedia,1938
1538,Ortopedia,1939
7189,Clínica Médica,1940
2968,Clínica Médica,1941
7030,UTI,1942
3366,Oncologia,1943
1407,Oncologia,1944
8846,Cirurgia Geral,1945
8293,Oncologia,1946
6160,Neurologia,1947
6390,Pediatria,1948
1261,UTI,1949
8542,Clínica Médica,1950
8502,Pediatria,1951
5831,Clínica Médica,1952
2557,Ortopedia,1953
2749,Neurologia,1954
2200,UTI,1955
3620,Cirurgia Geral,1956
3260,UTI,1957
6992,Neurologia,1958
5917,Neurologia,1959
8355,Clínica Médica,1960
5044,Oncologia,1961
9436,Pediatria,1962
1082,Cardiologia,1963
3464,Neurologia,1964
4355,Pediatria,1965
5887,Cardiologia,1966
1430,Cirurgia Geral,1967
6307,Cardiologia,1968
6228,Ortopedia,1969
6660,Cardiologia,1970
5037,Neurologia,1971
5718,UTI,1972
8287,Cardiologia,1973
7459,UTI,1974
6101,Ortopedia,1975
9436,Cardiologia,1976
4995,UTI,1977
2649,Clínica Médica,1978
1355,Oncologia,1979
5158,Oncologia,1980
8335,UTI,1981
9015,Cirurgia Geral,1982
1173,Ortopedia,1983
9576,Ortopedia,1984
4912,Neurologia,1985
8422,Neurologia,1986
1245,Pediatria,1987
4209,UTI,1988
4399,Neurologia,1989
5482,Pediatria,1990
7433,Cardiologia,1991
9279,Pediatria,1992
2626,Oncologia,1993
9050,Cardiologia,1994
1649,Pediatria,1995
4118,Oncologia,1996
3134,Clínica Médica,1997
4333,Oncologia,1998
5009,Pediatria,1999
3218,UTI,2000
5792,Pediatria,2001
9916,Cirurgia Geral,2002
5614,Ortopedia,2003
1152,Cirurgia Geral,2004
2612,UTI,2005
7203,Pediatria,2006
5608,Cardiologia,2007
9119,Clínica Médica,2008
4684,Clínica Médica,2009
3260,Cardiologia,2010
2777,Oncologia,2011
9151,Oncologia,2012
6587,Cirurgia Geral,2013
4070,Cardiologia,2014
8555,Cirurgia Geral,2015
2925,Clínica Médica,2016
2103,Clínica Médica,2017
5686,Pediatria,2018
5575,UTI,2019
7590,Cirurgia Geral,2020
6525,Ortopedia,2021
2975,Neurologia,2022
6093,Ortopedia,2023
8361,Cirurgia Geral,2024
5166,Neurologia,2025
9860,UTI,2026
3677,Neurologia,2027
8719,Ortopedia,2028
9680,Neurologia,2029
4562,Pediatria,2030
4334,Pediatria,2031
8201,Neurologia,2032
4332,UTI,2033
4344,Oncologia,2034
3963,UTI,2035
8397,Neurologia,2036
7828,UTI,2037
4213,Pediatria,2038
8895,Ortopedia,2039
5391,Cirurgia Geral,2040
9567,Cardiologia,2041
2911,Pediatria,2042
9252,Cardiologia,2043
3993,UTI,2044
3602,Oncologia,2045
8455,Oncologia,2046
4270,Clínica Médica,2047
3441,Oncologia,2048
4480,Cirurgia Geral,2049
3750,Pediatria,2050
3571,Ortopedia,2051
2901,Neurologia,2052
5354,UTI,2053
2608,Oncologia,2054
3033,Oncologia,2055
5311,Cardiologia,2056
1239,Cirurgia Geral,2057
3463,Cardiologia,2058
2026,Cardiologia,2059
9030,Cirurgia Geral,2060
7332,UTI,2061
6732,Cirurgia Geral,2062
4312,UTI,2063
3810,Cirurgia Geral,2064
1603,Oncologia,2065
4946,Ortopedia,2066
3265,Oncologia,2067
5438,Oncologia,2068
7818,Clínica Médica,2069
5569,Cirurgia Geral,2070
4601,Clínica Médica,2071
7729,Pediatria,2072
2172,Cardiologia,2073
2273,Pediatria,2074
2418,Ortopedia,2075
3884,Clínica Médica,2076
1091,Cardiologia,2077
9941,Ortopedia,2078
3807,Ortopedia,2079
6890,Cirurgia Geral,2080
3746,Cirurgia Geral,2081
5163,Pediatria,2082
8362,Ortopedia,2083
8284,Pediatria,2084
4415,UTI,2085
8514,UTI,2086
7992,UTI,2087
7213,Pediatria,2088
3270,Cardiologia,2089
9381,Neurologia,2090
5893,Neurologia,2091
4805,Clínica Médica,2092
7616,Cirurgia Geral,2093
3971,Clínica Médica,2094
5545,UTI,2095
9820,Clínica Médica,2096
4821,Cardiologia,2097
7914,Oncologia,2098
6705,Cirurgia Geral,2099
6773,Cardiologia,2100
1240,Cardiologia,2101
4067,Pediatria,2102
5532,Pediatria,2103
2208,Neurologia,2104
9803,Pediatria,2105
3462,Clínica Médica,2106
1023,Ortopedia,2107
7952,UTI,2108
1300,Cirurgia Geral,2109
9148,Oncologia,2110
4871,Neurologia,2111
8208,Cirurgia Geral,2112
2198,Clínica Médica,2113
4153,Cirurgia Geral,2114
4220,Pediatria,2115
8130,Neurologia,2116
2309,Pediatria,2117
1392,Cardiologia,2118
8379,Cirurgia Geral,2119
2816,Cardiologia,2120
1528,Cardiologia,2121
8283,Oncologia,2122
3050,Clínica Médica,2123
6531,Ortopedia,2124
3894,Neurologia,2125
6063,Cardiologia,2126
8448,Pediatria,2127
3014,Pediatria,2128
1827,Pediatria,2129
6067,Pediatria,2130
6085,Cardiologia,2131
4422,Cirurgia Geral,2132
4058,Cirurgia Geral,2133
5096,UTI,2134
2190,Oncologia,2135
1077,Oncologia,2136
6642,Oncologia,2137
1013,Cardiologia,2138
1095,UTI,2139
7485,Pediatria,2140
1668,Ortopedia,2141
3976,Cirurgia Geral,2142
2992,Neurologia,2143
9995,Clínica Médica,2144
6788,UTI,2145
8934,Neurologia,2146
3653,Oncologia,2147
5747,Cirurgia Geral,2148
4978,Clínica Médica,2149
2034,Ortopedia,2150
4756,Cardiologia,2151
4615,UTI,2152
7739,Cardiologia,2153
5192,Ortopedia,2154
7240,UTI,2155
1459,UTI,2156
8862,Ortopedia,2157
2610,Neurologia,2158
5957,Neurologia,2159
8989,Clínica Médica,2160
9037,Cirurgia Geral,2161
7760,UTI,2162
8089,UTI,2163
5722,Cirurgia Geral,2164
5328,Cirurgia Geral,2165
7215,Oncologia,2166
2940,UTI,2167
7557,UTI,2168
1867,UTI,2169
2334,Clínica Médica,2170
6618,Pediatria,2171
6926,Ortopedia,2172
5601,Cardiologia,2173
5865,UTI,2174
3210,Clínica Médica,2175
5050,Oncologia,2176
8630,Pediatria,2177
5418,Pediatria,2178
1251,Clínica Médica,2179
3352,Neurologia,2180
3860,Ortopedia,2181
3699,Pediatria,2182
3875,UTI,2183
7898,Clínica Médica,2184
7629,Neurologia,2185
2553,Cirurgia Geral,2186
9829,Neurologia,2187
2449,Cirurgia Geral,2188
7057,Cardiologia,2189
4089,Ortopedia,2190
9182,UTI,2191
2985,Ortopedia,2192
9522,Ortopedia,2193
6339,Clínica Médica,2194
9558,Neurologia,2195
8920,Cirurgia Geral,2196
2089,Pediatria,2197
2691,Oncologia,2198
5778,Clínica Médica,2199
2156,Oncologia,2200
6776,Neurologia,2201
7736,Cardiologia,2202
6260,Neurologia,2203
1749,Clínica Médica,2204
5743,Cardiologia,2205
8035,UTI,2206
1791,Neurologia,2207
9713,Ortopedia,2208
7311,Oncologia,2209
3779,Pediatria,2210
4870,Clínica Médica,2211
6533,Pediatria,2212
1838,Neurologia,2213
1045,Cardiologia,2214
8016,Ortopedia,2215
4930,Clínica Médica,2216
1303,Clínica Médica,2217
4116,Ortopedia,2218
4324,UTI,2219
2556,Ortopedia,2220
9675,Pediatria,2221
9804,Neurologia,2222
5500,UTI,2223
9909,Cardiologia,2224
8181,Cardiologia,2225
3090,Cirurgia Geral,2226
9432,Pediatria,2227
2660,Neurologia,2228
6874,Cirurgia Geral,2229
9489,Clínica Médica,2230
9635,UTI,2231
3806,Cardiologia,2232
3115,Neurologia,2233
9859,Cirurgia Geral,2234
6794,Cirurgia Geral,2235
8629,Neurologia,2236
2013,UTI,2237
1624,Cardiologia,2238
2814,UTI,2239
8257,Oncologia,2240
7684,Cirurgia Geral,2241
3758,Cardiologia,2242
4032,Neurologia,2243
2401,Clínica Médica,2244
6734,Clínica Médica,2245
8422,Clínica Médica,2246
3224,UTI,2247
2748,Cardiologia,2248
1826,Oncologia,2249
2254,Cardiologia,2250
8188,Oncologia,2251
5264,Clínica Médica,2252
2433,Oncologia,2253
5617,UTI,2254
6810,Cardiologia,2255
7090,Neurologia,2256
7503,Cirurgia Geral,2257
2808,Oncologia,2258
6436,Ortopedia,2259
7043,Oncologia,2260
8740,Oncologia,2261
4371,Cardiologia,2262
2561,UTI,2263
4324,Neurologia,2264
1375,UTI,2265
7897,Clínica Médica,2266
4219,Oncologia,2267
1858,Oncologia,2268
2443,Cirurgia Geral,2269
9610,Cirurgia Geral,2270
2131,UTI,2271
9402,Pediatria,2272
7193,UTI,2273
